gene,diagonal_original,diagonal_stabilized,diagonal_shift,gershgorin_radius
ACAA2,0.0,-0.47655565,-0.47655565,0.42655563
ACACA,0.0,-0.5437691,-0.5437691,0.4937691
ACAD10,0.0,-0.5786742,-0.5786742,0.5286742
ACAD11,0.0,-0.6853431,-0.6853431,0.6353431
ACAD8,0.0,-0.5390475,-0.5390475,0.4890475
ACADM,0.0,-0.35197434,-0.35197434,0.30197433
ACADSB,0.0,-0.52710015,-0.52710015,0.47710013
ACAN,0.0,-0.59042317,-0.59042317,0.54042315
ACAP2,0.0,-0.55777913,-0.55777913,0.5077791
ACAP3,0.0,-0.5546356,-0.5546356,0.5046356
ACAT1,0.0,-0.53640187,-0.53640187,0.48640186
ACAT2,0.0,-0.5921014,-0.5921014,0.5421014
ACBD4,0.0,-0.32681826,-0.32681826,0.27681825
ACBD5,0.0,-0.426379,-0.426379,0.37637898
ACD,0.0,-0.93345904,-0.93345904,0.88345903
ACE,0.0,-0.41130763,-0.41130763,0.36130762
ACER2,0.0,-0.37730682,-0.37730682,0.3273068
ACIN1,0.0,-0.6528637,-0.6528637,0.60286367
ACLY,0.0,-0.57959527,-0.57959527,0.52959526
ACO2,0.0,-0.5829778,-0.5829778,0.53297776
ACOT12,0.0,-0.4449557,-0.4449557,0.3949557
ACOT6,0.0,-0.38664278,-0.38664278,0.33664277
ACOT7,0.0,-0.54488194,-0.54488194,0.49488196
ACOT8,0.0,-0.54631346,-0.54631346,0.49631348
ACOT9,0.0,-0.29029238,-0.29029238,0.24029237
ACOX1,0.0,-0.47128758,-0.47128758,0.42128757
ACOX3,0.0,-0.49027956,-0.49027956,0.44027954
ACOXL,0.0,-0.39888796,-0.39888796,0.34888795
ACP2,0.0,-0.5629067,-0.5629067,0.5129067
ACRBP,0.0,-0.53895456,-0.53895456,0.48895454
ACSF2,0.0,-0.35887465,-0.35887465,0.30887464
ACSF3,0.0,-0.4018919,-0.4018919,0.35189188
ACSL6,0.0,-0.40621746,-0.40621746,0.35621744
ACSS1,0.0,-0.42318293,-0.42318293,0.37318292
ACSS2,0.0,-0.6271046,-0.6271046,0.57710457
ACSS3,0.0,-0.4729953,-0.4729953,0.4229953
ACTA1,0.0,-0.4978737,-0.4978737,0.44787368
ACTA2,0.0,-0.9304047,-0.9304047,0.8804047
ACTB,0.0,-0.46261722,-0.46261722,0.4126172
ACTG1,0.0,-0.4338681,-0.4338681,0.3838681
ACTL6A,0.0,-0.7457068,-0.7457068,0.6957068
ACTL7B,0.0,-0.5258762,-0.5258762,0.4758762
ACTN2,0.0,-0.44579017,-0.44579017,0.39579016
ACTN3,0.0,-0.34418002,-0.34418002,0.29418
ACTR10,0.0,-0.6347327,-0.6347327,0.5847327
ACTR3B,0.0,-0.37232,-0.37232,0.32231998
ACTR5,0.0,-0.5626996,-0.5626996,0.5126996
ACTRT3,0.0,-0.48339212,-0.48339212,0.4333921
ACVR1,0.0,-0.4380976,-0.4380976,0.38809758
ACVR2B,0.0,-0.3622898,-0.3622898,0.31228977
ACY3,0.0,-0.37981454,-0.37981454,0.32981452
ACYP1,0.0,-0.6101423,-0.6101423,0.5601423
ADAD1,0.0,-0.33965123,-0.33965123,0.28965122
ADAM15,0.0,-0.5128734,-0.5128734,0.4628734
ADAM17,0.0,-0.40680274,-0.40680274,0.35680273
ADAM22,0.0,-0.48204097,-0.48204097,0.43204096
ADAM23,0.0,-0.46373487,-0.46373487,0.41373485
ADAM33,0.0,-0.3453939,-0.3453939,0.29539388
ADAM8,0.0,-0.5860658,-0.5860658,0.5360658
ADAMTS1,0.0,-0.43180224,-0.43180224,0.38180223
ADAMTS10,0.0,-0.42819902,-0.42819902,0.378199
ADAMTS12,0.0,-0.32935905,-0.32935905,0.27935904
ADAMTS14,0.0,-0.4817794,-0.4817794,0.43177938
ADAMTS15,0.0,-0.4279972,-0.4279972,0.3779972
ADAMTS16,0.0,-0.3410885,-0.3410885,0.2910885
ADAMTS17,0.0,-0.32423136,-0.32423136,0.27423134
ADAMTS18,0.0,-0.30200654,-0.30200654,0.25200653
ADAMTS19,0.0,-0.34924805,-0.34924805,0.29924804
ADAMTS20,0.0,-0.4199278,-0.4199278,0.3699278
ADAMTS3,0.0,-0.394376,-0.394376,0.344376
ADAMTS5,0.0,-0.34947503,-0.34947503,0.299475
ADAMTSL3,0.0,-0.3568137,-0.3568137,0.3068137
ADAMTSL5,0.0,-0.49726197,-0.49726197,0.44726196
ADAP1,0.0,-0.4990149,-0.4990149,0.4490149
ADARB1,0.0,-0.61931896,-0.61931896,0.56931895
ADAT1,0.0,-0.9833783,-0.9833783,0.9333783
ADAT2,0.0,-0.36335945,-0.36335945,0.31335944
ADAT3,0.0,-0.5976181,-0.5976181,0.5476181
ADCK1,0.0,-0.409257,-0.409257,0.35925698
ADCK2,0.0,-0.93367285,-0.93367285,0.88367283
ADCK5,0.0,-0.7414737,-0.7414737,0.69147366
ADCY1,0.0,-0.3330814,-0.3330814,0.28308138
ADCY10P1,0.0,-0.62934154,-0.62934154,0.57934153
ADCY2,0.0,-0.52058285,-0.52058285,0.47058287
ADCY3,0.0,-0.25966188,-0.25966188,0.20966187
ADCY5,0.0,-0.31490862,-0.31490862,0.2649086
ADCY6,0.0,-0.39362162,-0.39362162,0.3436216
ADCY9,0.0,-0.5142311,-0.5142311,0.4642311
ADCYAP1R1,0.0,-0.3971629,-0.3971629,0.3471629
ADD1,0.0,-0.48906714,-0.48906714,0.43906713
ADD2,0.0,-0.35934368,-0.35934368,0.30934367
ADGRA1,0.0,-0.4070385,-0.4070385,0.3570385
ADGRA2,0.0,-0.636218,-0.636218,0.586218
ADGRA3,0.0,-0.37728822,-0.37728822,0.3272882
ADGRB2,0.0,-1.0748811,-1.0748811,1.0248811
ADGRG2,0.0,-0.37644693,-0.37644693,0.32644692
ADGRG6,0.0,-0.27741143,-0.27741143,0.22741143
ADGRL1,0.0,-0.5616537,-0.5616537,0.51165366
ADGRV1,0.0,-0.37064105,-0.37064105,0.32064104
ADIPOR1,0.0,-0.54939723,-0.54939723,0.49939722
ADIPOR2,0.0,-0.6071613,-0.6071613,0.5571613
ADIRF,0.0,-0.33975017,-0.33975017,0.28975016
ADM2,0.0,-0.35677022,-0.35677022,0.3067702
ADNP,0.0,-0.6489839,-0.6489839,0.5989839
ADORA2A,0.0,-0.690045,-0.690045,0.640045
ADORA2B,0.0,-0.3430927,-0.3430927,0.2930927
ADPGK,0.0,-0.8863046,-0.8863046,0.8363046
ADPRHL2,0.0,-0.75067323,-0.75067323,0.7006732
ADPRM,0.0,-0.7051748,-0.7051748,0.6551748
ADRA1A,0.0,-0.37033814,-0.37033814,0.32033813
ADRA1B,0.0,-0.31029448,-0.31029448,0.26029447
ADRA1D,0.0,-0.64549077,-0.64549077,0.59549075
ADRA2A,0.0,-0.44163454,-0.44163454,0.39163452
ADRA2B,0.0,-0.39855036,-0.39855036,0.34855035
ADRA2C,0.0,-0.40009302,-0.40009302,0.350093
ADRB1,0.0,-0.41048044,-0.41048044,0.36048043
ADRM1,0.0,-0.5993107,-0.5993107,0.5493107
ADSL,0.0,-0.65229386,-0.65229386,0.60229385
AEN,0.0,-0.7824439,-0.7824439,0.73244387
AFAP1,0.0,-0.31453162,-0.31453162,0.2645316
AFAP1L2,0.0,-0.42994857,-0.42994857,0.37994856
AFF1,0.0,-0.5275391,-0.5275391,0.4775391
AFF3,0.0,-0.16958596,-0.16958596,0.11958596
AFF4,0.0,-0.634591,-0.634591,0.584591
AFG3L1P,0.0,-0.7525627,-0.7525627,0.7025627
AFMID,0.0,-0.50132406,-0.50132406,0.45132405
AGAP11,0.0,-0.36047027,-0.36047027,0.31047025
AGAP3,0.0,-0.82385665,-0.82385665,0.77385664
AGBL2,0.0,-0.37325546,-0.37325546,0.32325545
AGBL4,0.0,-0.41348216,-0.41348216,0.36348215
AGFG1,0.0,-0.633657,-0.633657,0.58365697
AGFG2,0.0,-0.4056084,-0.4056084,0.35560837
AGK,0.0,-0.8599738,-0.8599738,0.8099738
AGL,0.0,-0.42480245,-0.42480245,0.37480244
AGO1,0.0,-0.7937109,-0.7937109,0.7437109
AGO2,0.0,-0.5556163,-0.5556163,0.5056163
AGO3,0.0,-0.9487595,-0.9487595,0.8987595
AGO4,0.0,-0.44693363,-0.44693363,0.39693362
AGPAT1,0.0,-0.7810494,-0.7810494,0.73104936
AGPAT2,0.0,-0.52300775,-0.52300775,0.47300774
AGPAT3,0.0,-0.75071734,-0.75071734,0.70071733
AGPAT5,0.0,-0.5489879,-0.5489879,0.4989879
AGPS,0.0,-0.3541938,-0.3541938,0.3041938
AGRN,0.0,-0.50622165,-0.50622165,0.45622164
AGTPBP1,0.0,-0.42504162,-0.42504162,0.3750416
AGTR1,0.0,-0.2728478,-0.2728478,0.22284779
AHCTF1,0.0,-0.91957116,-0.91957116,0.86957115
AHCY,0.0,-0.5983656,-0.5983656,0.5483656
AHCYL1,0.0,-0.42705724,-0.42705724,0.37705722
AHCYL2,0.0,-0.61932546,-0.61932546,0.56932545
AHI1,0.0,-0.57499224,-0.57499224,0.5249922
AHNAK,0.0,-0.36956233,-0.36956233,0.31956232
AHNAK2,0.0,-0.48413545,-0.48413545,0.43413544
AHR,0.0,-0.62383306,-0.62383306,0.57383305
AIDA,0.0,-0.55103755,-0.55103755,0.50103754
AIF1L,0.0,-0.45605567,-0.45605567,0.40605566
AIFM1,0.0,-0.894438,-0.894438,0.844438
AIFM2,0.0,-0.61768186,-0.61768186,0.56768185
AIG1,0.0,-0.67342883,-0.67342883,0.6234288
AIMP2,0.0,-0.6043064,-0.6043064,0.5543064
AIP,0.0,-0.53704137,-0.53704137,0.48704138
AIPL1,0.0,-0.38678005,-0.38678005,0.33678004
AIRE,0.0,-0.66710883,-0.66710883,0.6171088
AJAP1,0.0,-0.4503767,-0.4503767,0.40037668
AJUBA,0.0,-0.45625144,-0.45625144,0.40625143
AK3,0.0,-0.4999215,-0.4999215,0.4499215
AK4,0.0,-0.4288776,-0.4288776,0.37887758
AK5,0.0,-0.47214136,-0.47214136,0.42214134
AK7,0.0,-0.3092187,-0.3092187,0.2592187
AK8,0.0,-0.4122737,-0.4122737,0.3622737
AK9,0.0,-0.592521,-0.592521,0.542521
AKAP10,0.0,-0.64291304,-0.64291304,0.59291303
AKAP3,0.0,-0.37039867,-0.37039867,0.32039866
AKAP5,0.0,-0.7422144,-0.7422144,0.69221437
AKAP8L,0.0,-0.33853152,-0.33853152,0.2885315
AKAP9,0.0,-0.40733874,-0.40733874,0.35733873
AKIP1,0.0,-0.49530938,-0.49530938,0.44530937
AKIRIN2,0.0,-0.5065155,-0.5065155,0.4565155
AKR1A1,0.0,-0.6048464,-0.6048464,0.5548464
AKR1E2,0.0,-0.28689694,-0.28689694,0.23689693
AKR7A2,0.0,-0.5938236,-0.5938236,0.5438236
AKR7A3,0.0,-0.46047837,-0.46047837,0.41047835
AKR7L,0.0,-0.5336372,-0.5336372,0.48363724
AKT1,0.0,-0.79013145,-0.79013145,0.74013144
AKT1S1,0.0,-0.51711136,-0.51711136,0.46711135
AKT2,0.0,-0.6338355,-0.6338355,0.5838355
ALAD,0.0,-0.6426661,-0.6426661,0.5926661
ALAS1,0.0,-0.55578524,-0.55578524,0.5057852
ALDH16A1,0.0,-0.5110863,-0.5110863,0.46108627
ALDH18A1,0.0,-0.8063136,-0.8063136,0.75631356
ALDH1L2,0.0,-0.47708106,-0.47708106,0.42708105
ALDH2,0.0,-0.4169808,-0.4169808,0.3669808
ALDH3A1,0.0,-0.53019273,-0.53019273,0.48019272
ALDH3A2,0.0,-0.53441316,-0.53441316,0.48441318
ALDH5A1,0.0,-0.42029077,-0.42029077,0.37029076
ALDOA,0.0,-0.5344022,-0.5344022,0.48440218
ALDOC,0.0,-0.21592112,-0.21592112,0.16592112
ALG11,0.0,-0.38769728,-0.38769728,0.33769727
ALG12,0.0,-0.3980692,-0.3980692,0.3480692
ALG13,0.0,-0.5698369,-0.5698369,0.5198369
ALG14,0.0,-0.5478932,-0.5478932,0.4978932
ALG2,0.0,-0.4098266,-0.4098266,0.3598266
ALG8,0.0,-0.92238784,-0.92238784,0.8723878
ALKBH1,0.0,-0.49578166,-0.49578166,0.44578165
ALKBH2,0.0,-0.7496399,-0.7496399,0.6996399
ALKBH3,0.0,-0.3857794,-0.3857794,0.3357794
ALKBH4,0.0,-0.58699006,-0.58699006,0.53699005
ALKBH5,0.0,-1.1083343,-1.1083343,1.0583344
ALKBH7,0.0,-0.7443471,-0.7443471,0.6943471
ALKBH8,0.0,-0.507838,-0.507838,0.457838
ALLC,0.0,-0.42006165,-0.42006165,0.37006164
ALOX12P2,0.0,-0.6960693,-0.6960693,0.6460693
ALOXE3,0.0,-0.4248914,-0.4248914,0.3748914
ALPK3,0.0,-0.3500761,-0.3500761,0.3000761
ALPL,0.0,-0.35178924,-0.35178924,0.30178922
ALS2CL,0.0,-0.39407697,-0.39407697,0.34407696
ALX3,0.0,-0.36346245,-0.36346245,0.31346244
ALX4,0.0,-0.40005994,-0.40005994,0.35005993
ALYREF,0.0,-0.5725339,-0.5725339,0.5225339
AMACR,0.0,-0.41378456,-0.41378456,0.36378455
AMBRA1,0.0,-0.35453576,-0.35453576,0.30453575
AMD1,0.0,-0.40345335,-0.40345335,0.35345334
AMDHD1,0.0,-0.37783962,-0.37783962,0.3278396
AMER3,0.0,-0.37380692,-0.37380692,0.3238069
AMFR,0.0,-0.5493703,-0.5493703,0.49937028
AMIGO1,0.0,-0.31074265,-0.31074265,0.26074263
AMIGO2,0.0,-0.34483302,-0.34483302,0.294833
AMIGO3,0.0,-0.4511888,-0.4511888,0.4011888
AMMECR1,0.0,-0.4621575,-0.4621575,0.41215748
AMMECR1L,0.0,-0.5555011,-0.5555011,0.5055011
AMOT,0.0,-0.48855203,-0.48855203,0.43855202
AMOTL1,0.0,-0.39073008,-0.39073008,0.34073007
AMOTL2,0.0,-0.34806252,-0.34806252,0.2980625
AMPD2,0.0,-0.34443033,-0.34443033,0.29443032
AMZ1,0.0,-0.41317353,-0.41317353,0.3631735
AMZ2,0.0,-0.5194263,-0.5194263,0.4694263
AMZ2P1,0.0,-0.43486392,-0.43486392,0.3848639
ANAPC1,0.0,-0.50914615,-0.50914615,0.45914614
ANAPC10,0.0,-0.4451053,-0.4451053,0.3951053
ANAPC11,0.0,-0.7459852,-0.7459852,0.6959852
ANAPC13,0.0,-0.45823526,-0.45823526,0.40823525
ANAPC15,0.0,-0.6238439,-0.6238439,0.5738439
ANAPC2,0.0,-0.5084909,-0.5084909,0.4584909
ANAPC4,0.0,-0.67592007,-0.67592007,0.62592006
ANAPC5,0.0,-1.0576063,-1.0576063,1.0076064
ANG,0.0,-0.64237934,-0.64237934,0.59237933
ANGEL2,0.0,-0.6555479,-0.6555479,0.6055479
ANGPTL4,0.0,-0.59795433,-0.59795433,0.5479543
ANHX,0.0,-0.394707,-0.394707,0.34470698
ANKFY1,0.0,-0.46717262,-0.46717262,0.4171726
ANKH,0.0,-0.36407056,-0.36407056,0.31407055
ANKHD1,0.0,-0.6363247,-0.6363247,0.5863247
ANKHD1-EIF4EBP3,0.0,-0.5048472,-0.5048472,0.45484722
ANKLE2,0.0,-0.34298226,-0.34298226,0.29298225
ANKMY1,0.0,-0.4279171,-0.4279171,0.37791708
ANKMY2,0.0,-0.5748624,-0.5748624,0.5248624
ANKRA2,0.0,-0.46623382,-0.46623382,0.4162338
ANKRD10,0.0,-0.81081206,-0.81081206,0.76081204
ANKRD11,0.0,-0.6813658,-0.6813658,0.6313658
ANKRD12,0.0,-0.66620296,-0.66620296,0.61620295
ANKRD13A,0.0,-0.70942444,-0.70942444,0.6594244
ANKRD13B,0.0,-0.7996947,-0.7996947,0.7496947
ANKRD13C,0.0,-0.4414133,-0.4414133,0.3914133
ANKRD13D,0.0,-0.39164245,-0.39164245,0.34164244
ANKRD16,0.0,-0.49199927,-0.49199927,0.44199926
ANKRD18DP,0.0,-0.35540184,-0.35540184,0.30540183
ANKRD19P,0.0,-0.41274154,-0.41274154,0.36274153
ANKRD2,0.0,-0.4029492,-0.4029492,0.3529492
ANKRD24,0.0,-0.3722906,-0.3722906,0.3222906
ANKRD26P1,0.0,-0.3632228,-0.3632228,0.3132228
ANKRD30A,0.0,-0.38085318,-0.38085318,0.33085316
ANKRD30B,0.0,-0.32968518,-0.32968518,0.27968517
ANKRD30BL,0.0,-0.35920042,-0.35920042,0.3092004
ANKRD31,0.0,-0.39549297,-0.39549297,0.34549296
ANKRD33,0.0,-0.46141022,-0.46141022,0.4114102
ANKRD34C,0.0,-0.36369473,-0.36369473,0.31369472
ANKRD35,0.0,-0.53433317,-0.53433317,0.48433316
ANKRD36BP2,0.0,-0.43033868,-0.43033868,0.38033867
ANKRD37,0.0,-0.6696535,-0.6696535,0.61965346
ANKRD39,0.0,-0.4688185,-0.4688185,0.41881847
ANKRD42,0.0,-0.34771875,-0.34771875,0.29771873
ANKRD44,0.0,-0.77549946,-0.77549946,0.72549945
ANKRD46,0.0,-0.89770925,-0.89770925,0.84770924
ANKRD54,0.0,-0.8138863,-0.8138863,0.7638863
ANKRD6,0.0,-0.5634454,-0.5634454,0.5134454
ANKS1B,0.0,-0.4201159,-0.4201159,0.37011588
ANKS6,0.0,-0.33117294,-0.33117294,0.28117293
ANKZF1,0.0,-0.6370655,-0.6370655,0.58706546
ANLN,0.0,-0.52919066,-0.52919066,0.47919065
ANO10,0.0,-0.63916963,-0.63916963,0.5891696
ANO5,0.0,-0.3358061,-0.3358061,0.2858061
ANO8,0.0,-0.46932977,-0.46932977,0.41932976
ANO9,0.0,-0.45828187,-0.45828187,0.40828186
ANP32B,0.0,-0.53938687,-0.53938687,0.48938686
ANP32E,0.0,-0.35545194,-0.35545194,0.30545193
ANPEP,0.0,-0.25447044,-0.25447044,0.20447043
ANTXR1,0.0,-0.49023944,-0.49023944,0.44023943
ANXA11,0.0,-0.5335842,-0.5335842,0.48358417
ANXA2,0.0,-0.4155399,-0.4155399,0.36553988
ANXA2R,0.0,-0.28114668,-0.28114668,0.23114668
ANXA5,0.0,-0.48802167,-0.48802167,0.43802166
ANXA6,0.0,-0.6085822,-0.6085822,0.5585822
ANXA7,0.0,-0.92908746,-0.92908746,0.87908745
AOX1,0.0,-0.4745887,-0.4745887,0.42458868
AP1G2,0.0,-0.6928729,-0.6928729,0.64287287
AP1M2,0.0,-0.45091122,-0.45091122,0.4009112
AP1S1,0.0,-0.5306665,-0.5306665,0.48066646
AP2A2,0.0,-0.50790066,-0.50790066,0.45790064
AP2B1,0.0,-0.3871249,-0.3871249,0.33712488
AP2S1,0.0,-0.39283064,-0.39283064,0.34283063
AP3B1,0.0,-0.6053595,-0.6053595,0.5553595
AP3M1,0.0,-0.44569242,-0.44569242,0.3956924
AP3M2,0.0,-0.5629749,-0.5629749,0.51297486
AP3S1,0.0,-0.3387239,-0.3387239,0.2887239
AP4E1,0.0,-0.658747,-0.658747,0.608747
AP4M1,0.0,-0.70419693,-0.70419693,0.6541969
AP4S1,0.0,-0.44273403,-0.44273403,0.39273402
AP5B1,0.0,-0.3868255,-0.3868255,0.3368255
AP5S1,0.0,-0.63006324,-0.63006324,0.5800632
AP5Z1,0.0,-0.5050971,-0.5050971,0.45509708
APAF1,0.0,-0.7454786,-0.7454786,0.69547856
APBA1,0.0,-0.36095124,-0.36095124,0.31095123
APBB1,0.0,-0.40290233,-0.40290233,0.35290232
APBB2,0.0,-0.39876285,-0.39876285,0.34876284
APC,0.0,-0.346522,-0.346522,0.296522
APCDD1,0.0,-0.3224104,-0.3224104,0.2724104
APEH,0.0,-1.0393312,-1.0393312,0.98933125
APEX1,0.0,-0.61395717,-0.61395717,0.56395715
APH1B,0.0,-0.33890668,-0.33890668,0.28890666
APIP,0.0,-0.73870236,-0.73870236,0.68870234
APLF,0.0,-0.37562412,-0.37562412,0.3256241
APLN,0.0,-0.7287727,-0.7287727,0.6787727
APLP2,0.0,-0.5304343,-0.5304343,0.4804343
APMAP,0.0,-0.78359187,-0.78359187,0.73359185
APOA1,0.0,-0.42705306,-0.42705306,0.37705305
APOB,0.0,-0.28525808,-0.28525808,0.23525807
APOBEC3D,0.0,-0.357992,-0.357992,0.30799198
APOBEC3F,0.0,-0.43954885,-0.43954885,0.38954884
APOBEC3G,0.0,-0.37684897,-0.37684897,0.32684895
APOBR,0.0,-0.33777207,-0.33777207,0.28777206
APOL2,0.0,-0.54313374,-0.54313374,0.49313375
APOLD1,0.0,-0.6379833,-0.6379833,0.5879833
APOM,0.0,-0.5282216,-0.5282216,0.4782216
APOOL,0.0,-0.62876505,-0.62876505,0.57876503
APP,0.0,-0.4960019,-0.4960019,0.4460019
APPBP2,0.0,-0.99095696,-0.99095696,0.94095695
APRT,0.0,-0.9063006,-0.9063006,0.8563006
AQP1,0.0,-0.5216242,-0.5216242,0.47162423
AQP11,0.0,-0.66650736,-0.66650736,0.61650735
AQP2,0.0,-0.41140747,-0.41140747,0.36140746
AQP3,0.0,-0.3719691,-0.3719691,0.3219691
AQP5,0.0,-0.41690642,-0.41690642,0.3669064
AQR,0.0,-0.88763314,-0.88763314,0.83763313
AR,0.0,-0.4426149,-0.4426149,0.3926149
ARAF,0.0,-0.620874,-0.620874,0.570874
ARAP1,0.0,-0.7577012,-0.7577012,0.7077012
ARAP2,0.0,-0.43689996,-0.43689996,0.38689995
ARC,0.0,-0.3781334,-0.3781334,0.32813337
ARCN1,0.0,-0.4791084,-0.4791084,0.42910838
ARF4,0.0,-0.6135562,-0.6135562,0.5635562
ARF5,0.0,-0.6774084,-0.6774084,0.6274084
ARFGAP1,0.0,-0.46094388,-0.46094388,0.41094387
ARFGAP2,0.0,-0.8785281,-0.8785281,0.8285281
ARFGAP3,0.0,-0.55309945,-0.55309945,0.50309944
ARFGEF1,0.0,-0.85639757,-0.85639757,0.80639756
ARFIP1,0.0,-0.4964491,-0.4964491,0.4464491
ARFRP1,0.0,-0.74235314,-0.74235314,0.6923531
ARGFXP2,0.0,-0.3309947,-0.3309947,0.28099468
ARGLU1,0.0,-0.8679634,-0.8679634,0.81796336
ARHGAP10,0.0,-0.32037768,-0.32037768,0.27037767
ARHGAP11B,0.0,-0.6476731,-0.6476731,0.59767306
ARHGAP20,0.0,-0.32442012,-0.32442012,0.2744201
ARHGAP21,0.0,-0.5887648,-0.5887648,0.5387648
ARHGAP22,0.0,-0.3790852,-0.3790852,0.3290852
ARHGAP23,0.0,-0.61028767,-0.61028767,0.56028765
ARHGAP26,0.0,-0.3400343,-0.3400343,0.2900343
ARHGAP33,0.0,-0.53833276,-0.53833276,0.48833278
ARHGAP4,0.0,-0.26355493,-0.26355493,0.21355492
ARHGAP42,0.0,-0.36870044,-0.36870044,0.31870043
ARHGAP5,0.0,-0.42877972,-0.42877972,0.3787797
ARHGAP6,0.0,-0.31042308,-0.31042308,0.26042306
ARHGAP8,0.0,-0.36217326,-0.36217326,0.31217325
ARHGEF1,0.0,-0.51296455,-0.51296455,0.46296453
ARHGEF10,0.0,-0.40836585,-0.40836585,0.35836583
ARHGEF10L,0.0,-0.36053324,-0.36053324,0.31053323
ARHGEF11,0.0,-0.4740579,-0.4740579,0.4240579
ARHGEF12,0.0,-0.47009033,-0.47009033,0.42009032
ARHGEF16,0.0,-0.5011366,-0.5011366,0.4511366
ARHGEF17,0.0,-0.529367,-0.529367,0.47936702
ARHGEF2,0.0,-0.44615448,-0.44615448,0.39615446
ARHGEF25,0.0,-0.34461147,-0.34461147,0.29461145
ARHGEF28,0.0,-0.31198016,-0.31198016,0.26198015
ARHGEF3,0.0,-0.47758013,-0.47758013,0.42758012
ARHGEF40,0.0,-0.53988487,-0.53988487,0.48988488
ARHGEF7,0.0,-0.80354893,-0.80354893,0.7535489
ARID1A,0.0,-0.7066956,-0.7066956,0.6566956
ARID1B,0.0,-0.39028206,-0.39028206,0.34028205
ARID2,0.0,-0.440457,-0.440457,0.39045697
ARID3A,0.0,-0.48372936,-0.48372936,0.43372935
ARID3B,0.0,-0.722511,-0.722511,0.672511
ARID4A,0.0,-0.8293224,-0.8293224,0.7793224
ARID4B,0.0,-0.58103484,-0.58103484,0.5310348
ARID5A,0.0,-0.31854898,-0.31854898,0.26854897
ARIH1,0.0,-0.63480455,-0.63480455,0.58480453
ARIH2,0.0,-0.70088875,-0.70088875,0.65088874
ARL1,0.0,-0.72231066,-0.72231066,0.67231065
ARL10,0.0,-0.34483054,-0.34483054,0.29483053
ARL14EP,0.0,-0.6157835,-0.6157835,0.5657835
ARL16,0.0,-0.852252,-0.852252,0.802252
